id,Category,Subcategory,Subsubcategory,Subsubsubcategory,Quintile,Elasticity
1020,Carcase meat,Beef and veal,Beef steak - more expensive,0,4,1.388616021
1021,Carcase meat,Beef and veal,Minced beef,0,4,-0.116012397
1022,Carcase meat,Mutton and lamb,0,0,4,1.659072178
1023,Carcase meat,Mutton and lamb,All other lamb,0,4,1.304829689
1024,Carcase meat,Mutton and lamb,Lamb chops,0,4,1.171351397
1025,Carcase meat,Mutton and lamb,Lamb joints,0,4,1.400999874
1026,Carcase meat,Mutton and lamb,Mutton,0,4,-0.162717403
1027,Carcase meat,Pork,0,0,4,0.557764941
1028,Carcase meat,Pork,All other pork,0,4,-1.299948612
1029,Carcase meat,Pork,Pork chops,0,4,-0.753851168
1030,Carcase meat,Pork,Pork fillets and steaks,0,4,0.668193591
1031,Carcase meat,Pork,Pork joints,0,4,0.65333729
1032,Cheese,0,0,0,4,0.213254104
1033,Cheese,Natural cheese,0,0,4,-0.429929019
1034,Cheese,Natural cheese,Cottage cheese,0,4,-1.066372753
1035,Cheese,Natural cheese,Hard cheese - cheddar type,0,4,-0.028224789
1036,Cheese,Natural cheese,Hard cheese - edam or other foreign,0,4,-0.691102218
1037,Cheese,Natural cheese,Hard cheese - other uk or foreign equivalent,0,4,3.619920134
1038,Cheese,Natural cheese,Soft natural cheese,0,4,2.292295587
1039,Cheese,Processed cheese,0,0,4,-1.518366094
1040,Confectionery,0,0,0,4,0.142240972
1041,Confectionery,Chewing gum,0,0,4,1.204441019
1042,Confectionery,Chocolate bars - filled,0,0,4,0.180139364
1043,Confectionery,Chocolate bars - solid,0,0,4,0.346450303
1044,Confectionery,"Fudges, toffees, caramels",0,0,4,-0.250272373
1045,Confectionery,Mints and boiled sweets,0,0,4,0.369940612
1046,Confectionery,Mints and boiled sweets,Boiled sweets,0,4,0.609073434
1047,Confectionery,Mints and boiled sweets,Mints,0,4,2.444355099
1048,Eggs,0,0,0,4,-0.128351668
1049,Fats,0,0,0,4,0.259156956
1050,Fats,All other fats,0,0,4,2.865098332
1051,Fats,All other fats,Imitatation cream,0,4,0.901459956
1052,Fats,All other fats,Low fat spreads,0,4,0.57321231
1053,Fats,All other fats,Reduced fat spreads,0,4,2.463963087
1054,Fats,All other fats,Suet and dripping,0,4,0.249338115
1055,Fats,Butter,0,0,4,-0.577836389
1056,Fats,Margarine,0,0,4,-1.486259893
1057,Fats,Margarine,Other margarine,0,4,-0.732162078
1058,Fats,Margarine,Soft margarine,0,4,-1.756097762
1059,Fats,Vegetable and salad oils,0,0,4,-0.132288217
1060,Fats,Vegetable and salad oils,Olive oil,0,4,0.992761487
1061,Fats,Vegetable and salad oils,Other vegetable and salad oils,0,4,-0.117617412
1062,Fish,0,0,0,4,0.773646252
1063,Fish,"Blue fish, dried or salted or smoked",0,0,4,-0.530430964
1064,Fish,"Herrings and other blue fish, fresh, chilled or frozen",0,0,4,0.234548294
1065,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, fresh or chilled",0,4,0.252749503
1066,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, frozen",0,4,0.211419131
1067,Fish,Other tinned or bottled fish,0,0,4,0.742193972
1068,Fish,Ready meals and other fish products - frozen or not frozen,0,0,4,-1.196758747
1069,Fish,"Salmon, fresh, chilled or frozen",0,0,4,-0.229799984
1070,Fish,"Salmon, fresh, chilled or frozen","Salmon, fresh or chilled",0,4,-0.152696447
1071,Fish,"Salmon, fresh, chilled or frozen","Salmon, frozen",0,4,1.184543978
1072,Fish,"Salmon, tinned",0,0,4,1.74972254
1073,Fish,Shellfish,0,0,4,1.792675613
1074,Fish,Shellfish,"Shellfish, fresh or chilled",0,4,2.611118216
1075,Fish,Shellfish,"Shellfish, frozen",0,4,1.232610939
1076,Fish,Takeaway fish,0,0,4,1.175560745
1077,Fish,Takeaway fish meals and fish products,0,0,4,0.151147197
1078,Fish,Takeaway fish meals and fish products,Takeaway fish based meals,0,4,0.274024154
1079,Fish,Takeaway fish meals and fish products,Takeaway fish products,0,4,1.208051151
1080,Fish,"White fish, dried, salted or smoked",0,0,4,0.372554975
1081,Fish,"White fish, fresh, chilled or frozen",0,0,4,1.952921061
1082,Fish,"White fish, fresh, chilled or frozen","White fish, fresh or chilled",0,4,1.904114744
1083,Fish,"White fish, fresh, chilled or frozen","White fish, frozen",0,4,-0.686886937
1084,Flour,0,0,0,4,-0.70854951
1085,Fresh and processed fruit,0,0,0,4,0.275659248
1086,Fresh and processed fruit,Fresh fruit,0,0,4,0.136458164
1087,Fresh and processed fruit,Fresh fruit,Fresh apples,0,4,1.117923054
1088,Fresh and processed fruit,Fresh fruit,Fresh bananas,0,4,0.114581721
1089,Fresh and processed fruit,Fresh fruit,Fresh grapes,0,4,0.938964895
1090,Fresh and processed fruit,Fresh fruit,Fresh melons,0,4,0.53928001
1091,Fresh and processed fruit,Fresh fruit,Fresh oranges,0,4,-0.284514893
1092,Fresh and processed fruit,Fresh fruit,Fresh pears,0,4,0.633153091
1093,Fresh and processed fruit,Fresh fruit,Fresh stone fruit,0,4,0.665178859
1094,Fresh and processed fruit,Fresh fruit,Other fresh citrus fruits,0,4,0.898744334
1095,Fresh and processed fruit,Fresh fruit,Other fresh fruit,0,4,2.43139024
1096,Fresh and processed fruit,Fresh fruit,Other fresh soft fruit,0,4,-2.277470999
1097,Fresh and processed fruit,Processed fruit and fruit products,0,0,4,0.368479582
1098,Fresh and processed fruit,Processed fruit and fruit products,All other tinned or bottled fruit,0,4,1.027202861
1099,Fresh and processed fruit,Processed fruit and fruit products,Dried fruit,0,4,0.276153807
1100,Fresh and processed fruit,Processed fruit and fruit products,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",0,4,1.833204389
1101,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",0,4,-0.274167305
1102,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Nuts and edible seeds,4,0.037077303
1103,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Peanut butter,4,-0.413612987
1104,Fresh and processed fruit,Processed fruit and fruit products,Pure fruit juices,0,4,-0.123334259
1105,Fresh and processed fruit,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",0,4,0.900279047
1106,"Fresh and processed fruit and vegetables, excluding potatoes",0,0,0,4,0.028928372
1107,"Fresh and processed fruit and vegetables, including potatoes",0,0,0,4,0.669939947
1108,Fresh and processed potatoes,0,0,0,4,1.082889991
1109,Fresh and processed potatoes,Fresh potatoes,0,0,4,0.932773181
1110,Fresh and processed potatoes,Fresh potatoes,Fresh baking potatoes (e),0,4,-0.057912378
1111,Fresh and processed potatoes,Fresh potatoes,Fresh new potatoes (e),0,4,1.024531919
1112,Fresh and processed potatoes,Fresh potatoes,Other fresh potatoes (e),0,4,0.739601371
1113,Fresh and processed potatoes,Processed potatoes,0,0,4,-0.4267046
1114,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,0,4,-0.403424291
1115,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Chips - frozen or not frozen,4,0.203025044
1116,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Takeaway chips,4,0.808748019
1117,Fresh and processed potatoes,Processed potatoes,Crisps and potato snacks,0,4,-0.64473677
1118,Fresh and processed potatoes,Processed potatoes,Instant potato,0,4,0.644159903
1119,Fresh and processed potatoes,Processed potatoes,"Other potato products, frozen or not frozen",0,4,-0.097995334
1120,"Fresh and processed vegetables, excluding potatoes",0,0,0,4,-0.103599556
1121,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,0,0,4,0.922313296
1122,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh beans,0,4,0.875445686
1123,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh brussels sprouts,0,4,1.093044205
1124,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cabbages,0,4,1.387297622
1125,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cauliflower,0,4,1.107789716
1126,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh peas,0,4,0.945079855
1127,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,0,4,0.492206121
1128,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Lettuce and leafy salads,4,-0.767842182
1129,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Prepared lettuce salads,4,0.330876659
1130,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Other fresh green vegetables,0,4,-0.099374169
1131,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,0,0,4,0.351326287
1132,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh carrots,0,4,-0.214756677
1133,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh cucumbers,0,4,0.178299885
1134,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh mushrooms,0,4,-0.281778033
1135,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,"Fresh onions, leeks and shallots",0,4,0.80616936
1136,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh tomatoes,0,4,0.485820801
1137,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh turnips and swede,0,4,1.52462768
1138,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,0,4,1.897394847
1139,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh herbs,4,1.396968064
1140,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",4,1.563476827
1141,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh stem vegetables,4,-0.397717458
1142,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh vegetable stewpack, stirfry pack etc.",4,1.946396755
1143,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Other fresh root vegetables,0,4,1.310608393
1144,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,0,0,4,0.338781195
1145,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,0,4,0.249156677
1146,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Baked beans in sauce,4,0.488525501
1147,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Other canned beans and pulses,4,0.48732745
1148,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Beans, frozen",0,4,-1.207716128
1149,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,0,4,0.884956786
1150,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other canned vegetables,0,4,1.124081416
1151,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other frozen vegetables,0,4,-0.254736781
1152,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, canned",0,4,1.943362599
1153,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, frozen",0,4,0.047938214
1154,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),0,4,0.361826031
1155,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),All vegetable takeaway products,4,-0.258690037
1156,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),"Ready meals and other vegetable products, frozen or not frozen",4,0.832501369
1157,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Tomatoes, canned or bottled",0,4,-0.287085576
1158,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,0,4,0.825643264
1159,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,Tomato puree and vegetable purees,4,0.525901825
1160,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,"Vegetable juices eg tomato juice, carrot juice",4,0.01262278
1161,"Fresh and processed vegetables, including potatoes",0,0,0,4,0.674941699
1162,Milk and milk products excluding cheese,0,0,0,4,-0.21335591
1163,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare",0,0,4,-2.006285667
1164,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",0,4,-2.048955632
1165,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Pasteurised/ homogenised,4,-2.10183622
1166,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Sterilised,4,-0.212568771
1167,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",UHT milk,4,3.612005474
1168,Milk and milk products excluding cheese,Other milk and cream,0,0,4,0.203135657
1169,Milk and milk products excluding cheese,Other milk and cream,Condensed or evaporated milk,0,4,0.957166913
1170,Milk and milk products excluding cheese,Other milk and cream,Cream,0,4,1.160631164
1171,Milk and milk products excluding cheese,Other milk and cream,Infant milks,0,4,-0.128666213
1172,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - dried,4,0.225517537
1173,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - ready to drink,4,3.720016813
1174,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,0,4,0.6329843
1175,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dairy desserts - not frozen,4,-0.278311748
1176,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dried milk products,4,1.608166712
1177,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Milk drinks and other milks (d),4,0.684853645
1178,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Non-dairy milk substitutes (d),4,0.479746837
1179,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,0,4,0.137764286
1180,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Fully skimmed milk,4,-0.240772834
1181,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Semi-skimmed milk,4,0.197612806
1182,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,0,4,1.932963883
1183,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Fromage frais,4,-0.399223049
1184,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Yoghurt,4,2.492714922
1185,Non-carcase meat and meat products,0,0,0,4,-0.054783752
1186,Non-carcase meat and meat products,All offal other than liver,0,0,4,1.014309348
1187,Non-carcase meat and meat products,"Bacon and ham, cooked",0,0,4,1.064150807
1188,Non-carcase meat and meat products,"Bacon and ham, uncooked",0,0,4,0.308601513
1189,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham joints, uncooked",0,4,1.090550599
1190,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham rashers, uncooked",0,4,-0.097582307
1191,Non-carcase meat and meat products,"Burgers, frozen or not frozen",0,0,4,0.971205739
1192,Non-carcase meat and meat products,"Chicken, uncooked - whole chicken or chicken pieces",0,0,4,-0.072010067
1193,Non-carcase meat and meat products,Cooked poultry not purchased in cans,0,0,4,1.437463047
1194,Non-carcase meat and meat products,Cooked poultry not purchased in cans,"Chicken and turkey, cooked",0,4,1.576502854
1195,Non-carcase meat and meat products,Cooked poultry not purchased in cans,Takeaway chicken,0,4,1.155956446
1196,Non-carcase meat and meat products,"Corned beef, canned or sliced",0,0,4,0.822801777
1197,Non-carcase meat and meat products,Liver,0,0,4,0.948428346
1198,Non-carcase meat and meat products,Liver,Lambs liver,0,4,0.152229082
1199,Non-carcase meat and meat products,Meat pastes and spreads,0,0,4,-1.663427901
1200,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat",0,0,4,-2.904627414
1201,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Meat pies, ready to eat",0,4,-0.493411271
1202,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Sausage rolls, ready to eat",0,4,1.047123107
1203,Non-carcase meat and meat products,"Meat pies, pasties and puddings, frozen or not frozen",0,0,4,-1.190559146
1204,Non-carcase meat and meat products,Other canned meat and canned meat products,0,0,4,0.811349589
1205,Non-carcase meat and meat products,Other cooked meat,0,0,4,0.518696641
1206,Non-carcase meat and meat products,"Other fresh, chilled and frozen meat",0,0,4,-0.204872732
1207,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)",0,0,4,2.151192554
1208,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Poultry other than chicken or turkey, uncooked",0,4,0.770244649
1209,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Turkey, uncooked - whole turkey or turkey pieces",0,4,2.661749248
1210,Non-carcase meat and meat products,Pate and delicatessen type sausage,0,0,4,1.330998388
1211,Non-carcase meat and meat products,Pate and delicatessen type sausage,Delicatessen type sausages,0,4,0.618016518
1212,Non-carcase meat and meat products,Pate and delicatessen type sausage,Pate,0,4,1.148423976
1213,Non-carcase meat and meat products,Ready meals and convenience meat products,0,0,4,-0.220642922
1214,Non-carcase meat and meat products,Ready meals and convenience meat products,"Complete meat-based ready meals, frozen or not frozen",0,4,-0.900214865
1215,Non-carcase meat and meat products,Ready meals and convenience meat products,"Other convenience meat products, frozen or not frozen",0,4,0.845142008
1216,Non-carcase meat and meat products,"Sausages, uncooked - beef and other sausages",0,0,4,2.367472857
1217,Non-carcase meat and meat products,"Sausages, uncooked - pork",0,0,4,-0.35273668
1218,Non-carcase meat and meat products,Takeaway meats,0,0,4,-2.135786554
1219,Non-carcase meat and meat products,Takeaway meats,Takeaway burger and bun,0,4,2.097690328
1220,Non-carcase meat and meat products,Takeaway meats,Takeaway kebabs,0,4,-0.591756395
1221,Non-carcase meat and meat products,Takeaway meats,Takeaway meat based meals,0,4,-2.02925191
1222,Non-carcase meat and meat products,Takeaway meats,Takeaway meat pies and pasties,0,4,1.037786889
1223,Non-carcase meat and meat products,Takeaway meats,Takeaway sausages and saveloys,0,4,1.407741278
1224,Other cereals and cereal products,0,0,0,4,0.713356607
1225,Other cereals and cereal products,Breakfast cereals,0,0,4,-0.366002188
1226,Other cereals and cereal products,Breakfast cereals,High fibre breakfast cereals,0,4,-0.301268427
1227,Other cereals and cereal products,Breakfast cereals,Muesli,0,4,1.047109613
1228,Other cereals and cereal products,Breakfast cereals,Other breakfast cereals,0,4,0.880462355
1229,Other cereals and cereal products,Breakfast cereals,Sweetened breakfast cereals,0,4,-0.509910196
1230,Other cereals and cereal products,Cakes and pastries - frozen,0,0,4,-1.057670257
1231,Other cereals and cereal products,Canned milk puddings,0,0,4,-0.048337546
1232,Other cereals and cereal products,Canned milk puddings,All canned milk puddings,0,4,1.106216277
1233,Other cereals and cereal products,Canned milk puddings,Canned or fresh carton custard,0,4,0.494582898
1234,Other cereals and cereal products,Infant cereal foods,0,0,4,0.600764519
1235,Other cereals and cereal products,"Invalid foods, slimming foods and sports foods",0,0,4,0.154543841
1236,Other cereals and cereal products,Oatmeal and oat products,0,0,4,-0.164729518
1237,Other cereals and cereal products,Other cereal convenience foods,0,0,4,0.796214922
1238,Other cereals and cereal products,Other cereal convenience foods,"Cake, pudding and dessert mixes",0,4,0.051024881
1239,Other cereals and cereal products,Other cereal convenience foods,Cereal snacks,0,4,-0.640717565
1240,Other cereals and cereal products,Other cereal convenience foods,"Other cereal foods, frozen and not frozen",0,4,1.511285958
1241,Other cereals and cereal products,Other cereal convenience foods,"Quiches and flans, frozen and not frozen",0,4,-0.615665164
1242,Other cereals and cereal products,Other cereal convenience foods,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",0,4,0.088451056
1243,Other cereals and cereal products,Other cereals,0,0,4,0.606298723
1244,Other cereals and cereal products,Pasta,0,0,4,0.222460966
1245,Other cereals and cereal products,Pasta,Canned pasta,0,4,1.348745993
1246,Other cereals and cereal products,Pasta,Dried and fresh pasta,0,4,0.497118294
1247,Other cereals and cereal products,Pasta,Takeaway pasta and noodles,0,4,1.21524492
1248,Other cereals and cereal products,Pizza,0,0,4,0.354907264
1249,Other cereals and cereal products,Pizza,"Pizzas, frozen and not frozen",0,4,0.788798802
1250,Other cereals and cereal products,Pizza,Takeaway pizza,0,4,-0.330454289
1251,Other cereals and cereal products,Puddings,0,0,4,0.827114272
1252,Other cereals and cereal products,Rice,0,0,4,0.830504399
1253,Other cereals and cereal products,Rice,Cooked rice,0,4,3.335020048
1254,Other cereals and cereal products,Rice,Dried rice,0,4,0.926732239
1255,Other cereals and cereal products,Rice,Takeaway rice,0,4,-1.906037496
1256,Other food and drink,0,0,0,4,0.851649745
1257,Other food and drink,Baby foods,0,0,4,0.702610987
1258,Other food and drink,Ice cream products including takeaways,0,0,4,0.382170605
1259,Other food and drink,Ice cream products including takeaways,"Ice cream cornets, choc-ices, lollies with ice cream",0,4,0.235751475
1260,Other food and drink,Ice cream products including takeaways,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",0,4,0.571454209
1261,Other food and drink,Ice cream products including takeaways,"Takeaway ice cream, ice cream products, milkshakes",0,4,2.219862733
1262,Other food and drink,Ice cream tub or block,0,0,4,0.933400725
1263,Other food and drink,Jelly squares or crystals,0,0,4,1.305693921
1264,Other food and drink,Mineral or spring waters,0,0,4,0.762581153
1265,Other food and drink,Pickles and sauces,0,0,4,0.371099929
1266,Other food and drink,Pickles and sauces,Pickles,0,4,-0.868987429
1267,Other food and drink,Pickles and sauces,Sauces,0,4,0.735450696
1268,Other food and drink,Pickles and sauces,Takeaway sauces and mayonnnaise,0,4,0.642715667
1269,Other food and drink,Salt,0,0,4,1.001142281
1270,Other food and drink,Soups - canned or cartons,0,0,4,0.939395573
1271,Other food and drink,Soups - dehydrated or powdered,0,0,4,0.348094363
1272,Other food and drink,Soups - from takeaway,0,0,4,0.209566995
1273,Other food and drink,Soya and novel protein foods,0,0,4,0.560442139
1274,Other food and drink,Spreads and dressings,0,0,4,1.531895444
1275,Other food and drink,Spreads and dressings,Other spreads and dresssings,0,4,0.348924526
1276,Other food and drink,Spreads and dressings,Salad dressings,0,4,0.707309633
1277,Other food and drink,Stock cubes and meat and yeast extracts,0,0,4,1.106917516
1278,Soft drinks,0,0,0,4,0.239555592
1279,Soft drinks,"Soft drinks, concentrated, low calorie",0,0,4,-0.004477801
1280,Soft drinks,"Soft drinks, concentrated, not low calorie",0,0,4,3.118096416
1281,Soft drinks,"Soft drinks, not concentrated,  not low calorie",0,0,4,2.917683064
1282,Soft drinks,"Soft drinks, not concentrated, low calorie",0,0,4,-0.816642755
1283,Sugar and preserves,0,0,0,4,0.733113655
1284,Sugar and preserves,Honey,0,0,4,0.802952488
1285,Sugar and preserves,Jams and fruit curds,0,0,4,0.294074253
1286,Sugar and preserves,Marmalade,0,0,4,-1.182172034
1287,Sugar and preserves,Sugar,0,0,4,0.531045129
1288,Sugar and preserves,"Syrup, treacle",0,0,4,-0.580043014
1289,Alcoholic drinks,0,0,0,5,-0.231265642
1290,Alcoholic drinks,Alcopops,0,0,5,-2.225326729
1291,Alcoholic drinks,Beers,0,0,5,1.325508051
1292,Alcoholic drinks,Ciders and perry,0,0,5,-2.171749804
1293,Alcoholic drinks,Fortified wines,0,0,5,0.234584922
1294,Alcoholic drinks,Lagers and continental beers,0,0,5,-0.421389032
1295,Alcoholic drinks,Liqueurs and cocktails,0,0,5,0.975638071
1296,Alcoholic drinks,Spirits,0,0,5,-1.404924664
1297,Alcoholic drinks,Spirits with mixer,0,0,5,0.779644145
1298,Alcoholic drinks,Wine and champagne,0,0,5,-0.31701816
1299,Alcoholic drinks,Wine and champagne,"Champagne, sparkling wines and wine with mixer",0,5,0.275009393
1300,Alcoholic drinks,Wine and champagne,Table wine,0,5,-0.054440784
1301,Beverages,0,0,0,5,-0.135567228
1302,Beverages,Cocoa and chocolate drinks,0,0,5,-0.675781679
1303,Beverages,Coffee beans and ground coffee,0,0,5,-0.688406474
1304,Beverages,Instant coffee,0,0,5,1.067915281
1305,Beverages,Malt drinks and chocolate versions of malted drinks,0,0,5,0.842880846
1306,Beverages,Tea,0,0,5,0.190493585
1307,Biscuits and crispbreads,0,0,0,5,-0.205849185
1308,Biscuits and crispbreads,Biscuits other than chocolate,0,0,5,-0.744731023
1309,Biscuits and crispbreads,Biscuits other than chocolate,Cream crackers and other unsweetened biscuits,0,5,0.331360288
1310,Biscuits and crispbreads,Biscuits other than chocolate,Sweet biscuits (not chocolate) and cereal bars,0,5,-0.975063823
1311,Biscuits and crispbreads,Chocolate biscuits,0,0,5,0.603565654
1312,Biscuits and crispbreads,Crispbread,0,0,5,-0.058986814
1313,Bread,0,0,0,5,0.939659565
1314,Bread,Brown and wholemeal bread,0,0,5,-0.672995622
1315,Bread,Brown and wholemeal bread,"Brown bread, sliced and unsliced",0,5,0.006298504
1316,Bread,Brown and wholemeal bread,"Wholemeal and granary bread, sliced and unsliced",0,5,-0.952607238
1317,Bread,Total other bread,0,0,5,0.385118609
1318,Bread,Total other bread,Malt bread and fruit loaves,0,5,0.146865963
1319,Bread,Total other bread,Other breads,0,5,2.459623144
1320,Bread,Total other bread,"Rolls - white, brown or wholemeal",0,5,0.560318632
1321,Bread,Total other bread,Sandwiches,0,5,0.77778463
1322,Bread,Total other bread,Sandwiches from takeaway,0,5,-0.102677033
1323,Bread,Total other bread,Starch reduced bread and rolls,0,5,3.006164441
1324,Bread,Total other bread,Takeaway breads,0,5,0.860658214
1325,Bread,Total other bread,Vienna and french bread,0,5,1.215948667
1326,Bread,White bread,0,0,5,1.646038602
1327,Bread,White bread,"White bread, premium, sliced and unsliced",0,5,6.273923056
1328,Bread,White bread,"White bread, soft grain, sliced and unsliced",0,5,1.17308678
1329,Bread,White bread,"White bread, standard, sliced",0,5,1.203111266
1330,Bread,White bread,"White bread, standard, unsliced",0,5,3.038957831
1331,"Cakes, buns and pastries",0,0,0,5,-0.348058691
1332,"Cakes, buns and pastries","Buns, scones and teacakes",0,0,5,1.158514129
1333,"Cakes, buns and pastries",Cakes and pastries,0,0,5,0.506481359
1334,"Cakes, buns and pastries",Cakes and pastries,"Cakes and pastries, not frozen",0,5,0.292959089
1335,"Cakes, buns and pastries",Cakes and pastries,Takeaway pastries,0,5,0.279366013
1336,Carcase meat,0,0,0,5,0.893768886
1337,Carcase meat,Beef and veal,0,0,5,0.533731216
1338,Carcase meat,Beef and veal,All other beef and veal,0,5,1.24526987
1339,Carcase meat,Beef and veal,Beef joints - boned,0,5,0.917748244
1340,Carcase meat,Beef and veal,Beef joints - on the bone,0,5,-1.46373083
1341,Carcase meat,Beef and veal,Beef steak - less expensive,0,5,1.303679351
1342,Carcase meat,Beef and veal,Beef steak - more expensive,0,5,0.716155854
1343,Carcase meat,Beef and veal,Minced beef,0,5,-0.576895491
1344,Carcase meat,Mutton and lamb,0,0,5,1.116513868
1345,Carcase meat,Mutton and lamb,All other lamb,0,5,0.658771416
1346,Carcase meat,Mutton and lamb,Lamb chops,0,5,1.580812416
1347,Carcase meat,Mutton and lamb,Lamb joints,0,5,0.87110765
1348,Carcase meat,Mutton and lamb,Mutton,0,5,5.938150538
1349,Carcase meat,Pork,0,0,5,0.720459752
1350,Carcase meat,Pork,All other pork,0,5,1.373729625
